sedft,sedfv,Sepkoskit,Sepkoskiv,Rhodet,Rhodev
-273.0,2.1611233562788588,-274.5138632162662,1312.508582763417,-273.0,1316.0
-274.0,2.2507469191413216,-275.51940850277265,1325.1061654411749,-274.0,1316.0
-275.0,2.3305620051732086,-276.52495378927915,1334.8289060150546,-275.0,1316.0
-276.0,2.397741288802471,-277.5304990757856,1341.521925737866,-276.0,1289.0
-277.0,2.451215684537766,-278.53604436229205,1345.0303458624207,-277.0,1289.0
-278.0,2.490355666907923,-279.54158964879855,1345.1992876415295,-278.0,1289.0000000000002
-279.0,2.5145317104417764,-280.547134935305,1341.873872328003,-279.0,1289.0000000000002
-280.0,2.5231142896681558,-281.5526802218115,1334.899221174653,-280.0,1210.0
-281.0,2.516310828115657,-282.55822550831795,1324.1204554342896,-281.0,1210.0
-282.0,2.497676545311913,-283.5637707948244,1309.3826963597248,-282.0,1210.0000000000002
-283.0,2.471603609784324,-284.5693160813309,1290.5317996234935,-283.0,1210.0
-284.0,2.4424841900602843,-285.57486136783734,1267.656046504413,-284.0,1210.0000000000002
-285.0,2.4147104546671923,-286.58040665434385,1241.4350910528824,-285.0,1225.0000000000002
-286.0,2.392674572132444,-287.5859519408503,1212.6370633643294,-286.0,1225.0000000000002
-287.0,2.380768710983438,-288.59149722735674,1182.0300935341788,-287.0,1225.0000000000002
-288.0,2.3819158593480494,-289.59704251386324,1150.3823116578549,-288.0,1225.0
-289.0,2.393162283756077,-290.6025878003697,1118.4618478307866,-289.0,1225.0
-290.0,2.4100850703378,-291.6081330868762,1087.0368321483968,-290.0,1160.0000000000002
-291.0,2.428261305223495,-292.61367837338264,1056.8753947061143,-291.0,1160.0000000000002
-292.0,2.443268074543441,-293.6192236598891,1028.745665599363,-292.0,1160.0000000000002
-293.0,2.4506824644279166,-294.6247689463956,1003.4157735449015,-293.0,1160.0
-294.0,2.4479789622957284,-295.63031423290204,981.5546221524062,-294.0,1160.0
-295.0,2.4402216607198053,-296.63585951940854,963.4624678326909,-295.0,1090.0000000000002
-296.0,2.434372053561603,-297.641404805915,949.353972359203,-296.0,1090.0000000000002
-297.0,2.4373916346825797,-298.64695009242143,939.4437975053885,-297.0,1041.0000000000002
-298.0,2.4535270680740586,-299.65249537892794,933.9336849517065,-298.0,1041.0
-299.0,2.4761656982468248,-300.6580406654344,932.8650650531507,-299.0,1105.0
-300.0,2.495980039841532,-301.6635859519409,936.1709265366011,-300.0,1105.0
-301.0,2.503642607498832,-302.66913123844733,943.7822114881529,-301.0,1105.0000000000002
-302.0,2.492717626889045,-303.67467652495384,955.6298619939008,-302.0,1105.0000000000002
-303.0,2.468336167801156,-304.6802218114603,971.6448201399378,-303.0,1105.0
-304.0,2.438521011053815,-305.68576709796673,991.7580280123586,-304.0,1125.0000000000002
-305.0,2.4112949374656734,-306.69131238447324,1015.8962555230877,-305.0,1125.0
-306.0,2.393018531377563,-307.6968576709797,1042.9814087616214,-306.0,1125.0
-307.0,2.383403591219033,-308.7024029574862,1069.6312027849401,-307.0,1246.9999999999998
-308.0,2.3804997189418127,-309.70794824399263,1092.1417059359117,-308.0,1247.0000000000002
-309.0,2.3823565164976306,-310.7134935304991,1106.8089865574098,-309.0,1247.0
-310.0,2.387023585838217,-311.7190388170056,1109.9291220895186,-310.0,1109.0
-311.0,2.3925505289153004,-312.72458410351203,1099.2160070198931,-311.0,1109.0
-312.0,2.3970679827105017,-313.73012939001853,1077.74177394544,-312.0,1061.0
-313.0,2.3990307243250073,-314.735674676525,1049.8441317030642,-313.0,1061.0000000000002
-314.0,2.3969745658898947,-315.7412199630314,1019.8607891296674,-314.0,1061.0
-315.0,2.389435319536242,-316.74676524953793,992.1294550621512,-315.0,1019.0000000000001
-316.0,2.3761141604113423,-317.7523105360444,970.9878383374221,-316.0,1019.0000000000002
-317.0,2.361373715727348,-318.7578558225509,960.5028429349147,-317.0,1019.0
-318.0,2.3507419757126296,-319.7634011090573,961.4467990721248,-318.0,1019.0
-319.0,2.349746930595553,-320.7689463955638,972.394824594338,-319.0,968.0
-320.0,2.362368708176316,-321.7744916820703,991.8820577074342,-320.0,968.0000000000001
-321.0,2.3863959865424196,-322.7800369685767,1018.4436366172896,-321.0,968.0
-322.0,2.418069581353198,-323.7855822550832,1050.614699529785,-322.0,968.0000000000001
-323.0,2.4536303082679813,-324.7911275415897,1086.9303846507955,-323.0,1323.0000000000002
-324.0,2.4893189829461018,-325.7966728280961,1125.9258301862014,-324.0,1323.0
-325.0,2.5213764210468907,-326.8022181146026,1166.1483871134126,-325.0,1323.0
-326.0,2.5460434382296797,-327.80776340110907,1206.6201779030305,-326.0,1323.0
-327.0,2.5595608501537996,-328.8133086876156,1246.9800699878888,-327.0,1569.0
-328.0,2.559557892605008,-329.818853974122,1286.9081489047257,-328.0,1569.0
-329.0,2.5492174818747655,-330.82439926062847,1326.0845001902842,-329.0,1569.0
-330.0,2.533110954380955,-331.82994454713497,1364.1892093813083,-330.0,1569.0
-331.0,2.5158096465414626,-332.8354898336414,1400.9023620145347,-331.0,1569.0
-332.0,2.4996431338032488,-333.8410351201479,1435.9040436267094,-332.0,1569.0
-333.0,2.477973947729568,-334.84658040665437,1468.8743397545695,-333.0,1569.0
-334.0,2.444685610128714,-335.8521256931608,1499.4933359348593,-334.0,1569.0000000000005
-335.0,2.4047126476728278,-336.8576709796673,1527.4411177043207,-335.0,1569.0
-336.0,2.3657523382500125,-337.86321626617377,1552.3977705996926,-336.0,1429.0000000000002
-337.0,2.3355019597483726,-338.86876155268027,1574.0433801577196,-337.0,1429.0
-338.0,2.3216587900560097,-339.8743068391867,1592.0580319151395,-338.0,1429.0000000000002
-339.0,2.331920107061029,-340.87985212569316,1606.1218114086964,-339.0,1429.0000000000002
-340.0,2.370562096559322,-341.88539741219967,1615.9148041751312,-340.0,1429.0
-341.0,2.4281765759779383,-342.8909426987061,1621.117095751185,-341.0,1429.0000000000002
-342.0,2.491934270651719,-343.8964879852126,1621.4087716735992,-342.0,1429.0
-343.0,2.5490059059155024,-344.90203327171906,1616.4699174791158,-343.0,1429.0000000000002
-344.0,2.5865622071041274,-345.9075785582255,1606.0170184381668,-344.0,1429.0000000000002
-345.0,2.595269320437967,-346.913123844732,1590.302191289153,-345.0,1429.0000000000002
-346.0,2.5797750756795237,-347.91866913123846,1569.9853196264378,-346.0,1257.0000000000002
-347.0,2.54822272347683,-348.92421441774496,1545.7365159973915,-347.0,1257.0000000000002
-348.0,2.5087555144779223,-349.9297597042514,1518.2258929493876,-348.0,1257.0000000000002
-349.0,2.4695166993308346,-350.93530499075786,1488.1235630297947,-349.0,1257.0
-350.0,2.437075316088631,-351.94085027726436,1456.099638785984,-350.0,1257.0000000000002
-351.0,2.411703552424495,-352.9463955637708,1422.82423276533,-351.0,1257.0000000000002
-352.0,2.3920993834166397,-353.9519408502773,1388.9674575152,-352.0,1257.0000000000002
-353.0,2.376960784143278,-354.95748613678376,1355.199425582969,-353.0,1104.0000000000002
-354.0,2.3649857296826235,-355.9630314232902,1322.1902495160068,-354.0,1104.0
-355.0,2.3549925873150994,-356.9685767097967,1290.6100418616822,-355.0,1104.0
-356.0,2.346281293129974,-357.97412199630315,1261.1289151673711,-356.0,1104.0
-357.0,2.3382721754187212,-358.97966728280966,1234.4169819804406,-357.0,1104.0000000000002
-358.0,2.33038556247282,-359.9852125693161,1211.074701891297,-358.0,1104.0
-359.0,2.3220417825837476,-360.99075785582255,1191.1549401663356,-359.0,1104.0
-360.0,2.312869989525812,-361.99630314232905,1174.4516727521377,-360.0,1010.0000000000001
-361.0,2.303334639004647,-363.0018484288355,1160.757336679696,-361.0,1010.0
-362.0,2.2941090122087187,-364.007393715342,1149.8643689799994,-362.0,1010.0000000000001
-363.0,2.285866390326491,-365.01293900184845,1141.5652066840394,-363.0,1010.0
-364.0,2.279280054546432,-366.0184842883549,1135.6522868228055,-364.0,1010.0000000000002
-365.0,2.275023286057005,-367.0240295748614,1131.9180464272883,-365.0,993.0000000000001
-366.0,2.2737693660466762,-368.02957486136785,1130.1549225284782,-366.0,993.0
-367.0,2.2755824401038107,-369.03512014787435,1130.1553521573655,-367.0,993.0
-368.0,2.278090111416373,-370.0406654343808,1131.7117723449405,-368.0,993.0
-369.0,2.2783108475722282,-371.04621072088725,1134.6166201221936,-369.0,993.0000000000001
-370.0,2.2732631161592396,-372.05175600739375,1138.6623325201153,-370.0,900.0
-371.0,2.2617160034311343,-373.0573012939002,1143.6413465696955,-371.0,900.0000000000001
-372.0,2.2494410703050853,-374.0628465804067,1149.3460993019257,-372.0,900.0
-373.0,2.2439604963641258,-375.06839186691315,1155.5801856240294,-373.0,900.0
-374.0,2.252796461191291,-376.0739371534196,1162.339488072214,-374.0,900.0
-375.0,2.2834711443696154,-377.0794824399261,1169.7820431778039,-375.0,1098.0
-376.0,2.3400447498844468,-378.08502772643254,1178.0709636825236,-376.0,1098.0
-377.0,2.412729579330381,-379.09057301293905,1187.3693623280988,-377.0,1098.0
-378.0,2.488275958704327,-380.0961182994455,1197.8403518562538,-378.0,1098.0
-379.0,2.5534342140031927,-381.10166358595194,1209.647045008715,-379.0,1140.0
-380.0,2.5949546712238893,-382.10720887245844,1222.952554527208,-380.0,1140.0
-381.0,2.6036522427750675,-383.1127541589649,1237.9199931534565,-381.0,1140.0
-382.0,2.5866001867123463,-384.1182994454714,1254.7124736291871,-382.0,1194.0
-383.0,2.5549363475030886,-385.12384473197784,1273.4931086961242,-383.0,1194.0000000000002
-384.0,2.519798569614657,-386.1293900184843,1294.3969314880326,-384.0,1194.0000000000002
-385.0,2.4923246975144133,-387.1349353049908,1317.3672212439733,-385.0,1194.0
-386.0,2.4811315389900255,-388.14048059149724,1342.2671181948726,-386.0,1404.0000000000002
-387.0,2.484751755110389,-389.14602587800374,1368.9594935411533,-387.0,1404.0000000000002
-388.0,2.499196970264702,-390.1515711645102,1397.307218483232,-388.0,1404.0000000000002
-389.0,2.5204788088421637,-391.1571164510167,1427.1731642215316,-389.0,1521.0000000000002
-390.0,2.544608895231974,-392.16266173752314,1458.424115591315,-390.0,1521.0
-391.0,2.567598853823333,-393.1682070240296,1491.1213534405938,-391.0,1521.0000000000002
-392.0,2.5862638234682005,-394.1737523105361,1525.6064794923202,-392.0,1668.0
-393.0,2.6006330008695775,-395.17929759704253,1562.2428962491288,-393.0,1668.0000000000002
-394.0,2.611539097193226,-396.18484288354904,1601.394006213662,-394.0,1668.0
-395.0,2.6198148236049104,-397.1903881700555,1643.4232118885527,-395.0,1692.0000000000002
-396.0,2.6257949602746233,-398.19593345656193,1688.4721376214059,-396.0,1692.0
-397.0,2.6278225633892935,-399.20147874306844,1734.3283996901578,-397.0,1692.0
-398.0,2.623742758140078,-400.2070240295749,1777.3609807719624,-398.0,1699.0000000000002
-399.0,2.6114006697181376,-401.2125693160814,1813.9193350721898,-399.0,1699.0000000000002
-400.0,2.5886414233146327,-402.21811460258783,1840.352916796202,-400.0,1699.0
-401.0,2.553729003206029,-403.2236598890943,1853.0111801493658,-401.0,1699.0
-402.0,2.506602830010017,-404.2292051756008,1848.2435793370478,-402.0,1699.0000000000002
-403.0,2.4476211834295922,-405.23475046210723,1822.3995685646128,-403.0,1731.0000000000002
-404.0,2.377142343167754,-406.24029574861373,1771.828602037424,-404.0,1731.0
-405.0,2.295524588927498,-407.2458410351202,1692.9340371502783,-405.0,1731.0000000000002
-406.0,2.2044712257334584,-408.2513863216266,1589.0128973417577,-406.0,1731.0000000000005
-407.0,2.1110656598968087,-409.25693160813313,1476.9552775674222,-407.0,1449.0000000000002
-408.0,2.023736323050358,-410.2624768946396,1375.2419607860145,-408.0,1449.0
-409.0,1.9509116468269163,-411.2680221811461,1302.3517635266692,-409.0,1449.0
-410.0,1.9010200628592935,-412.2735674676525,1269.0407401896039,-410.0,1376.0000000000002
-411.0,1.8801115125676582,-413.279112754159,1260.8242220492743,-411.0,1376.0000000000002
-412.0,1.884721976521611,-414.2846580406655,1258.0691356770647,-412.0,1302.0000000000002
-413.0,1.9090089450781116,-415.2902033271719,1241.1424076443573,-413.0,1302.0000000000002
-414.0,1.947129908594121,-416.2957486136784,1190.7124835387071,-414.0,1238.0000000000002
-415.0,1.993242357426598,-417.3012939001849,1111.9263287568351,-415.0,1238.0000000000005
-416.0,2.040993999896275,-418.3068391866913,1052.088091460982,-416.0,1262.0000000000002
-417.0,2.081993416178974,-419.3123844731978,1059.540348338437,-417.0,1262.0
-418.0,2.107339404414289,-420.31792975970427,1137.4257372775094,-418.0,1262.0
-419.0,2.108130762741812,-421.3234750462108,1254.9074967411714,-419.0,1405.0
-420.0,2.0754662893011377,-422.3290203327172,1380.3206358079135,-420.0,1405.0000000000002
-421.0,2.0004447822318596,-423.33456561922367,1482.5171389287314,-421.0,1405.0000000000002
-422.0,1.8802058683987144,-424.34011090573017,1547.0955413735642,-422.0,1471.0000000000002
-423.0,1.7360524895670175,-425.3456561922366,1579.647283307264,-423.0,1475.0
-424.0,1.5953284162272263,-426.3512014787431,1586.9364475623488,-424.0,1475.0
-425.0,1.4853774188697997,-427.35674676524957,1575.7271169713292,-425.0,1475.0000000000002
-426.0,1.4260717497100406,-428.362292051756,1552.7795677567954,-426.0,1475.0
-427.0,1.407397587862633,-429.3678373382625,1523.4509190091314,-427.0,1416.0000000000002
-428.0,1.4118695941671058,-430.37338262476896,1489.6066901933696,-428.0,1416.0000000000002
-429.0,1.4220024294629887,-431.37892791127547,1452.5784260865794,-429.0,1173.0
-430.0,1.4203107545898106,-432.3844731977819,1413.6976714658385,-430.0,1173.0
-431.0,1.3943801094319201,-433.39001848428836,1374.295971108219,-431.0,1173.0000000000002
-432.0,1.3520795500529472,-434.39556377079487,1335.7048697907908,-432.0,1173.0000000000002
-433.0,1.3063490115613396,-435.4011090573013,1299.2559122906328,-433.0,1173.0000000000002
-434.0,1.2701284290655457,-436.4066543438078,1266.280643384814,-434.0,1173.0
-435.0,1.256357737674015,-437.41219963031426,1238.1106078504117,-435.0,1173.0
-436.0,1.277976872495195,-438.4177449168207,1216.0773504644972,-436.0,1020.0
-437.0,1.34211655472637,-439.4232902033272,1201.5124160041437,-437.0,1020.0000000000002
-438.0,1.4326706499201631,-440.42883548983366,1195.7473492464255,-438.0,1020.0000000000001
-439.0,1.5277238097180317,-441.43438077634016,1200.113694968417,-439.0,898.0
-440.0,1.6053606857614342,-442.4399260628466,1215.942997947189,-440.0,898.0
-441.0,1.6436659296918281,-443.44547134935306,1244.5668029598164,-441.0,898.0000000000001
-442.0,1.6276503174925183,-444.45101663585956,1287.0936027528476,-442.0,898.0000000000002
-443.0,1.5700291225141938,-445.456561922366,1342.6701380632348,-443.0,898.0000000000002
-444.0,1.4904437424493913,-446.4621072088725,1409.4243546265002,-444.0,1061.0000000000002
-445.0,1.4085355749906452,-447.46765249537896,1485.4755152234586,-445.0,1061.0
-446.0,1.3407072028214726,-448.4731977818854,1568.9428826349354,-446.0,1553.0000000000002
-447.0,1.2904059485893098,-449.4787430683919,1657.886598516736,-447.0,1553.0000000000002
-448.0,1.2578403199325734,-450.48428835489835,1748.8413534137783,-448.0,1476.0000000000002
-449.0,1.2432188244896816,-451.48983364140486,1836.7182464655154,-449.0,1544.0
-450.0,1.2460986726325622,-452.4953789279113,1916.3496037040059,-450.0,1544.0
-451.0,1.263431885667193,-453.50092421441775,1982.5677511613235,-451.0,1544.0000000000002
-452.0,1.2915191876330625,-454.50646950092425,2030.2050148695403,-452.0,1544.0
-453.0,1.3266613025696588,-455.5120147874307,2054.0937208607193,-453.0,1673.0000000000005
-454.0,1.365158954516471,-456.5175600739372,2049.0661951669313,-454.0,1673.0000000000002
-455.0,1.403312867512988,-457.52310536044365,2009.954763820245,-455.0,1673.0
-456.0,1.4374237655986986,-458.5286506469501,1932.0269436486074,-456.0,1673.0
-457.0,1.4642557054295111,-459.5341959334566,1819.4464079639563,-457.0,1604.0
-458.0,1.4824260741270174,-460.53974121996305,1684.6952384551453,-458.0,1604.0
-459.0,1.491015591429227,-461.54528650646955,1540.5749946367491,-459.0,1604.0000000000002
-460.0,1.4891049770741516,-462.550831792976,1399.8872360233745,-460.0,1604.0000000000002
-461.0,1.4765115374140603,-463.55637707948244,1275.4335221296044,-461.0,1297.0
-462.0,1.45599892525826,-464.56192236598895,1179.4963721790152,-462.0,1297.0
-463.0,1.431067380030313,-465.5674676524954,1115.168515049639,-463.0,1166.0
-464.0,1.4052171411537855,-466.5730129390019,1077.6614247327523,-464.0,1041.0000000000002
-465.0,1.3819484480522415,-467.57855822550835,1061.9311792461565,-465.0,1041.0000000000002
-466.0,1.363986468027567,-468.5841035120148,1062.9338566076476,-466.0,1041.0
-467.0,1.350956079894933,-469.5896487985213,1075.6255348350235,-467.0,1041.0
-468.0,1.341707090347831,-470.59519408502774,1095.0862148838,-468.0,1013.0
-469.0,1.3350893060797528,-471.60073937153425,1118.3108759473316,-469.0,1013.0000000000001
-470.0,1.329952533784191,-472.6062846580407,1143.8003390443162,-470.0,1013.0
-471.0,1.325444166342664,-473.6118299445472,1170.0960361303282,-471.0,1013.0000000000001
-472.0,1.3219019413887938,-474.61737523105364,1195.7393991609365,-472.0,1014.0
-473.0,1.3199611827442281,-475.6229205175601,1219.271860091714,-473.0,1014.0
-474.0,1.3202572142306166,-476.6284658040666,1239.234850878234,-474.0,1014.0000000000001
-475.0,1.3234253596696066,-477.63401109057304,1254.1698034760657,-475.0,1014.0000000000001
-476.0,1.3296236194598687,-478.63955637707954,1262.618149840783,-476.0,757.0000000000001
-477.0,1.3371007003081596,-479.645101663586,1263.1213219279562,-477.0,757.0
-478.0,1.343627985498258,-480.65064695009244,1254.2207516931576,-478.0,757.0000000000001
-479.0,1.346976858313941,-481.65619223659894,1234.457871091958,-479.0,540.0
-480.0,1.3449187020389883,-482.6617375231054,1202.3741120799311,-480.0,540.0
-481.0,1.3352248999571774,-483.6672828096119,1156.5109066126454,-481.0,540.0
-482.0,1.3156668353522873,-484.67282809611834,1095.409686645677,-482.0,540.0000000000001
-483.0,1.2861610192020558,-485.6783733826248,1017.9532503455465,-483.0,540.0000000000001
-484.0,1.2552044732600665,-486.6839186691313,926.8802168802272,-484.0,481.0
-485.0,1.2334393469738616,-487.68946395563773,827.3644059768441,-485.0,481.0000000000001
-486.0,1.2289498426480963,-488.69500924214424,724.6179323681538,-486.0,481.00000000000006
-487.0,1.2395883740158808,-489.7005545286507,623.8529107869363,-487.0,481.0
-488.0,1.2606494076674382,-490.70609981515713,530.5867802137125,-488.0,481.0
-489.0,1.2874274101929903,-491.71164510166363,453.4648304405409,-489.0,409.00000000000006
-490.0,1.3152168481827606,-492.7171903881701,402.966662395493,-490.0,409.00000000000006
-491.0,1.3393121882269714,-493.7227356746766,387.4882009523034,-491.0,354.00000000000006
-492.0,1.355007896915846,-494.72828096118303,395.04201294052103,-492.0,354.0
-493.0,1.3604087320908793,-495.7338262476895,403.8813714391147,-493.0,377.00000000000006
-494.0,1.3648606165986588,-496.739371534196,407.69980726521675,-494.0,377.0
-495.0,1.3805197645370444,-497.74491682070243,408.6618575354206,-495.0,364.00000000000006
-496.0,1.4195423900038953,-498.75046210720893,409.0168813195156,-496.0,364.0
-497.0,1.487304115442365,-499.7560073937154,411.0142376872908,-497.0,325.0
-498.0,1.5620581966767784,-500.7615526802218,416.70368992042563,-498.0,325.0
-499.0,1.6152772978767536,-501.76709796672833,426.43974648855703,-499.0,370.00000000000006
-500.0,1.6251750411625963,-502.7726432532348,439.7215153348754,-500.0,370.0
-501.0,1.5969288804573616,-503.7781885397413,456.0415402069079,-501.0,378.00000000000006
-502.0,1.5424572276347899,-504.7837338262477,473.4149036495892,-502.0,378.0
-503.0,1.4736784945686228,-505.7892791127542,478.18549198756676,-503.0,373.0
-504.0,1.4025110931326021,-506.7948243992607,451.1567294028462,-504.0,380.00000000000006
-505.0,1.3408734352004694,-507.8003696857671,379.3506877121256,-505.0,488.00000000000006
-506.0,1.2977695677204981,-508.8059149722736,296.60143322731193,-506.0,488.00000000000006
-507.0,1.27054607793909,-509.8114602587801,252.18695054037747,-507.0,359.0
-508.0,1.2536351881771797,-510.8170055452865,253.74430295905412,-508.0,359.0
-509.0,1.2414691207557007,-511.822550831793,290.56312564755024,-509.0,340.0
-510.0,1.2284800979955872,-512.8280961182995,351.8540170991655,-510.0,340.0
-511.0,1.210316845535998,-513.8336414048059,427.300175851383,-511.0,340.00000000000006
-512.0,1.1874941022889858,-514.8391866913124,509.769369040188,-512.0,340.00000000000006
-513.0,1.1617431104848273,-515.8447319778189,593.4444145600165,-513.0,329.0
-514.0,1.134795112353799,-516.8502772643253,672.5122742407168,-514.0,329.00000000000006
-515.0,1.1083813501261783,-517.8558225508318,741.1599099121645,-515.0,329.00000000000006
-516.0,1.0840544708370743,-518.8613678373383,793.5742834042076,-516.0,327.0
-517.0,1.0626527407409267,-519.8669131238448,823.9423565467027,-517.0,327.0
-518.0,1.0448358308970063,-520.8724584103512,827.6468280562958,-518.0,327.0
-519.0,1.0312634123645847,-521.8780036968577,807.2133378806336,-519.0,582.0
-520.0,1.0225951562029343,-522.8835489833642,767.8085290853703,-520.0,582.0
-521.0,1.0192628096507383,-523.8890942698706,714.6032890463973,-521.0,582.0
-522.0,1.0207864246643303,-524.8946395563771,652.7685051395861,-522.0,720.0000000000001
-523.0,1.0264581293794557,-525.9001848428836,586.9797353539874,-523.0,720.0
-524.0,1.0355700519318587,-526.90573012939,519.1940137809731,-524.0,641.0000000000001
-525.0,1.0474143204572863,-527.9112754158965,450.4405921712645,-525.0,641.0000000000001
-526.0,1.0612458672799854,-528.916820702403,381.7479280721406,-526.0,641.0
-527.0,1.0761708414782112,-529.9223659889095,314.1444790308731,-527.0,292.0
-528.0,1.0912581963187216,-530.9279112754159,248.6587025947404,-528.0,292.00000000000006
-529.0,1.1055768850682748,-531.9334565619224,186.31905631099914,-529.0,292.00000000000006
-530.0,1.118195860993628,-532.9390018484289,128.15399772692825,-530.0,291.0
-531.0,1.1285602195287976,-533.9445471349353,75.19198438980494,-531.0,291.00000000000006
-532.0,1.1376196247768282,-534.9500924214418,28.46147384688857,-532.0,163.0
-533.0,1.146699883008024,-535.9556377079483,-11.009076354543238,-533.0,163.0
-534.0,1.157126800492689,-536.9611829944547,-42.19120866721596,-534.0,63.0
-535.0,1.1702261835011258,-537.9667282809612,-64.05646554386529,-535.0,63.0
-536.0,1.1873238383036389,-538.9722735674677,-75.57638943721581,-536.0,63.0
-537.0,1.2097455711705312,-539.9778188539742,-75.72252279999609,-537.0,63.00000000000001
-538.0,1.2388171883721066,-540.9833641404806,-63.466408084936724,-538.0,27.000000000000004
-539.0,1.2758644961786685,-541.9889094269871,-37.77958774476369,-539.0,27.0
-540.0,1.3222133008605208,-542.9944547134936,2.3663957677938043,-540.0,26.999999999999996
-541.0,1.3791894086879664,-544.0,58.0,-541.0,27.0
